"Name","Security ID","Security Type","Sector","Country","CCY","Collateral Form","Collateral Code","Market Price"
"Beleave Inc. ","077561108","CUSIP","Life Sciences","Canada","CDN","Common Stocks","CS","28"
"Berkley Renewables Inc."," 084494103","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","14"
"Big Rock Labs Inc. ","08947Q101","CUSIP","Technology","Canada","CDN","Common Stocks","CS","30"
"Big Wind Capital Inc. 
","089747109 ","CUSIP","Mining","Canada","CDN","Common Stocks","CS","36"
"BioMark Diagnostics Inc.","09073K 10 8","CUSIP","Life Sciences","Canada","CDN","Common Stocks","CS","24"
"BIOSENTA Inc. 
"," 09072N202","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","23"
"BlackIce Enterprise Risk Management Inc.  ","09238J103","CUSIP","Technology","Canada","CDN","Common Stocks","CS","40"
"Brakpan Ventures Corp"," 105039 10 1","CUSIP","Mining","Canada","CDN","Common Stocks","CS","45"
"Bravura Ventures Corp. ","10568B207","CUSIP","Mining","Canada","CDN","Common Stocks","CS","25"
"Breathtec BioMedical Inc.","10639L 10 1","CUSIP","Life Sciences","Canada","CDN","Common Stocks","CS","42"
"Brisio Innovations Inc. ","10973X 10 9","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","49"
"Canadian Data Preserve Inc.","135636 10 8","CUSIP","Technology","Canada","CDN","Common Stocks","CS","40"
"Canadian Metals Inc. ","136369105","CUSIP","Mining","Canada","CDN","Common Stocks","CS","14"
"Can-Ameri Agri Co. Inc.","13469T 10 3","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","37"
"Cannabix Technologies Inc.
","13765L101","CUSIP","Technology","Canada","CDN","Common Stocks","CS","41"
"CannaRoyalty Corp.","137644 10 0","CUSIP","Life Sciences","Canada","CDN","Common Stocks","CS","37"
"Carrara Exploration Corp. ","14442L100","CUSIP","Mineral Exploration","Canada","CDN","Common Stocks","CS","46"
"Castle Resources Inc.","148477706","CUSIP","Mining","Canada","CDN","Common Stocks","CS","32"
"CDN MSolar Corp.","14987C 10 1","CUSIP","Technology","Canada","CDN","Common Stocks","CS","26"
"ChitrChatr Communications Inc. ","170177109","CUSIP","Technology","Canada","CDN","Common Stocks","CS","41"
"ChroMedX Corp.
","17111W 10 9","CUSIP","Life Sciences","Canada","CDN","Common Stocks","CS","27"
"Cielo Waste Solutions Inc.","17178G 10 4","CUSIP","Technology","Canada","CDN","Common Stocks","CS","27"
"Cloud Nine Education Group Ltd. ","18912L 10 2","CUSIP","Technology","Canada","CDN","Common Stocks","CS","23"
"CMX Gold & Silver Corp. ","126037100","CUSIP","Mining","Canada","CDN","Common Stocks","CS","26"
"CNRP Mining Inc. ","12591G104","CUSIP","Mining","Canada","CDN","Common Stocks","CS","31"
"Copper Reef Mining Corp.","216748 10 3","CUSIP","Mining","Canada","CDN","Common Stocks","CS","33"
"Copperbank Resources Corp","217621 10 1","CUSIP","Mining","Canada","CDN","Common Stocks","CS","16"
"Data Deposit Box Inc.  ","237632 10 4","CUSIP","Technology","Canada","CDN","Common Stocks","CS","47"
"Debut Diamonds Inc.","24276X 10 4","CUSIP","Mining","Canada","CDN","Common Stocks","CS","48"
"Declan Resources Inc.","243564 10 1","CUSIP","Mining","Canada","CDN","Common Stocks","CS","11"
"Deer Horn Capital Inc.
","243809100","CUSIP","Mining","Canada","CDN","Common Stocks","CS","17"
"Deploy Technologies Inc. ","24956B208","CUSIP","Technology","Canada","CDN","Common Stocks","CS","20"
"Deveron UAS Corp. ","251632105","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","35"
"DGS Minerals Inc. ","23290K 20 5","CUSIP","Mining","Canada","CDN","Common Stocks","CS","14"
"DNI Metals Inc.","23327V 20 8","CUSIP","Mining","Canada","CDN","Common Stocks","CS","38"
"Drone Delivery Canada Corp. ","26210W 10 0","CUSIP","Technology","Canada","CDN","Common Stocks","CS","10"
"EA Education Group Inc.
","26824W 10 8","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","11"
"Earth Alive Clean Technologies Inc. ","27031Q 10 8","CUSIP","Technology","Canada","CDN","Common Stocks","CS","43"
"Enfield Exploration Corp. ","292755105","CUSIP","Mining","Canada","CDN","Common Stocks","CS","27"
"ePlay Digital Inc.
","26885W 10 4","CUSIP","Technology ","Canada","CDN","Common Stocks","CS","39"
"ESI Energy Services Inc.","26908M 10 9","CUSIP","Oil & Gas","Canada","CDN","Common Stocks","CS","28"
"Eurogas International Inc.","P37796102","CUSIP","Oil & Gas","Barbados","CDN","Common Stocks","CS","44"
"European Metals Corp ","29880P108","CUSIP","Oil & Gas","Canada","CDN","Common Stocks","CS","34"
"EVI Global Group Developments Corp.
","26928K109","CUSIP","Mining","Canada","CDN","Common Stocks","CS","38"
"EVITRADE Health Systems Corp. 
","30050R106","CUSIP","Technology","Canada","CDN","Common Stocks","CS","33"
"Evolving Gold Corp. ","30050D404","CUSIP","Mining","Canada","CDN","Common Stocks","CS","31"
"Explorex Resources Inc.","30217F 30 0","CUSIP","Mining","Canada","CDN","Common Stocks","CS","29"
"Fandom Sports Media Corp.
","30710L101","CUSIP","Technology ","Canada","CDN","Common Stocks","CS","35"
"Fantasy 6 Sports Inc. ","30729R 10 7","CUSIP","Technology ","Canada","CDN","Common Stocks","CS","22"
"Fineqia International Inc.
","31788W102","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","50"
"Finore Mining Inc.
","31808G202","CUSIP","Mining","Canada","CDN","Common Stocks","CS","41"
"Fortify Resources Inc","34959R 10 0","CUSIP","Mining","Canada","CDN","Common Stocks","CS","36"
"Fox River Resources Corporation ","351544 10 1","CUSIP","Mining","Canada","CDN","Common Stocks","CS","48"
"Fundamental Applications Corp. ","36080U 10 0","CUSIP","Technology ","Canada","CDN","Common Stocks","CS","19"
"GAR Limited ","360929103","CUSIP","Mining","Canada","CDN","Common Stocks","CS","14"
"Gencan Capital Inc. ","36869X 10 1","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","24"
"Genius Properties Ltd.","37229W 10 6","CUSIP","Mining","Canada","CDN","Common Stocks","CS","15"
"Glance Technologies Inc. ","376790 10 1","CUSIP","Technology ","Canada","CDN","Common Stocks","CS","49"
"Global Hemp Group Inc. ","37953Y 10 4","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","22"
"God's Lake Resources Inc.","380236 10 9","CUSIP","Mining","Canada","CDN","Common Stocks","CS","31"
"Goldrea Resources Corp. ","381428200","CUSIP","Mining","Canada","CDN","Common Stocks","CS","30"
"GoldTrain Resources Inc.","381571207","CUSIP","Mining","Canada","CDN","Common Stocks","CS","10"
"Gravis Energy Corp. ","38912A 10 4","CUSIP","Mining","Canada","CDN","Common Stocks","CS","23"
"Gravitas Financial Inc. ","38911Y 10 3","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","20"
"GreenBank Capital Inc. ","393576103","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","14"
"Gunpowder Capital Corp. Pr. Series A","403072 20 0","CUSIP","Diversified Industries","Canada","CDN","Preferred Shares","PS","28"
"Manitoba Builder Bonds XIII - 5yr Ann Fixed 2.00% 06/15/17","56343T BQ 6","CUSIP","Government Debt","Canada","CDN","Builder Bonds","BB","40"
"Manitoba Builder Bonds XIII - 5yr Cpd Fixed 2.00% 06/15/17","56343T BR 4","CUSIP","Government Debt","Canada","CDN","Builder Bonds","BB","35"
"Manitoba Builder Bonds XIII - Ann Floating 1.1% 06/15/17","56343T BS 2","CUSIP","Government Debt","Canada","CDN","Builder Bonds","BB","16"
"Manitoba Builder Bonds XIIII - 3yr Ann Fixed 1.85% 06/15/17","56343T BU 7","CUSIP","Government Debt","Canada","CDN","Builder Bonds","BB","34"
"Manitoba Builder Bonds XIIII - 5yr Ann Fixed 2.00% 06/15/19","56343T BV 5","CUSIP","Government Debt","Canada","CDN","Builder Bonds","BB","46"
"Manitoba Builder Bonds XIIII - 5yr Cpd Fixed 2.00% 06/15/19","56343T BW 3","CUSIP","Government Debt","Canada","CDN","Builder Bonds","BB","30"
"Manitoba Hydro Bonds XII - 5 yr - Ann Fixed 1.75% 06/15/18","563452 DT 5","CUSIP","Government Debt","Canada","CDN","Builder Bonds","BB","20"
"Manitoba Hydro Bonds XII - 5 yr - Cpd Fixed 1.75% 06/15/18","563452 DU 2","CUSIP","Government Debt","Canada","CDN","Builder Bonds","BB","20"
"IGEN Networks Corp.","45172B102","CUSIP","Technology","Canada","CDN","Common Stocks","CS","42"
"AREV NUTRITION SCIENCES INC.","04016C107","CUSIP","Diversified Industries","Canada","CDN","Common Stocks","CS","38"
"InMed Pharmaceuticals Inc.
","457637 10 6","CUSIP","Life Sciences","Canada","CDN","Common Stocks","CS","14"
"UNITED KINGDOM TR 2 1/4% 23","B7Z5365","SEDOL","Government","United Kingdom","GBP","Gilt","GT","34"
"UNITED KINGDOM 1 1/4% 18","B8KP6M4","SEDOL","Government","United Kingdom","GBP","Gilt","GT","46"
"UNITED KINGDOM 1 3/4% 19","BDV0F15","SEDOL","Government","United Kingdom","GBP","Gilt","GT","26"
"A2D FUNDING II PLC A2D FUND.26","BQ8NZW9","SEDOL","Consumer Discretionary","United Kingdom","GBP","Corporate Bonds","CB","40"
"UNITED KINGDOM 1 3/4% TG 37","BZB26Y5","SEDOL","Government","United Kingdom","GBP","Gilt","GT","41"
"UNITED KINGDOM 0 1/8% 58","BP9DLZ6","SEDOL","Government","United Kingdom","GBP","Gilt","GT","33"
"A2D FUNDING PLC A2D FUND. 22","BFD3SJ5","SEDOL","Consumer Discretionary","United Kingdom","GBP","Corporate Bonds","CB","22"
"ANGLIAN WATER SERVICES FINANCING PLC ANGLIANWTR6.875","0377986","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","15"
"UNITED KINGDOM 3 1/2% 45","BN65R31","SEDOL","Government","United Kingdom","GBP","Gilt","GT","15"
"UNITED KINGDOM 1 1/4% IL 32","B3D4VD9","SEDOL","Government","United Kingdom","GBP","Gilt","GT","31"
"ANHEUSER-BUSCH INBEV NV AB INBEV 6.50%","B5PXB49","SEDOL","Consumer Staples","United Kingdom","GBP","Corporate Bonds","CB","41"
"UNITED KINGDOM 4 1/4% 27","B16NNR7","SEDOL","Government","United Kingdom","GBP","Gilt","GT","14"
"AVIVA PLC AVIVA 6.125%36£","3106518","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","15"
"B.A.T. INTERNATIONAL FINANCE PLC B.A.T.IF6.375%","3396900","SEDOL","Consumer Staples","United Kingdom","GBP","Corporate Bonds","CB","45"
"BARCLAYS BANK PLC BARCLAYS.5.75%","3079784","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","35"
"BARCLAYS PLC ORD 25P","3134865","SEDOL","Financials","United Kingdom","GBX","Common Stocks","CS","14"
"BEAZLEY IRELAND HOLDINGS PLC BEAZLEY 5.375%","B73MKM3","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","11"
"BRITISH TELECOMMUNICATIONS PLC BR.TEL.5T%BDS28","0678087","SEDOL","Telecommunication Services","United Kingdom","GBP","Corporate Bonds","CB","44"
"BRITISH TELECOMMUNICATIONS PLC BR.TEL.8FE%","0141824","SEDOL","Telecommunication Services","United Kingdom","GBP","Corporate Bonds","CB","34"
"UNITED KINGDOM 4 1/2% 19","B39R3F8","SEDOL","Government","United Kingdom","GBP","Gilt","GT","12"
"UNITED KINGDOM 4 1/4% 32","0489308","SEDOL","Government","United Kingdom","GBP","Gilt","GT","20"
"BRUNTWOOD INVESTMENTS PLC BRUNTWOOD 6%","BC5ZL11","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","18"
"BURFORD CAPITAL PLC BURFORD 22","BP4WBB4","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","20"
"BURFORD CAPITAL PLC BURFORD 24","BYXJLY2","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","17"
"CLS HOLDINGS PLC CLS HDGS 19","B8HQBX6","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","36"
"DAILY MAIL & GENERAL TRUST PLC DMGT.5.75%18","3315950","SEDOL","Consumer Discretionary","United Kingdom","GBP","Corporate Bonds","CB","22"
"EASTERN POWER NETWORKS PLC EAST.POWER5.75%","3432451","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","44"
"UNITED KINGDOM 4 3/4% 20","B058DQ5","SEDOL","Government","United Kingdom","GBP","Gilt","GT","34"
"ENQUEST PLC ENQUEST 22","B7M3NB7","SEDOL","Energy","United Kingdom","GBP","Corporate Bonds","CB","18"
"ENTERPRISE INNS PLC ENTER INNS 2018","3258583","SEDOL","Consumer Discretionary","United Kingdom","GBP","Corporate Bonds","CB","39"
"UNITED KINGDOM 2 3/4% TR 24","BHBFH45","SEDOL","Government","United Kingdom","GBP","Gilt","GT","12"
"UNITED KINGDOM TR 3 3/4% 19","B4YRFP4","SEDOL","Government","United Kingdom","GBP","Gilt","GT","41"
"FIRSTGROUP PLC FIRSTGROUP6.125","3384251","SEDOL","Industrials","United Kingdom","GBP","Corporate Bonds","CB","20"
"UNITED KINGDOM 0 1/2% IL 50","B421JZ6","SEDOL","Government","United Kingdom","GBP","Gilt","GT","29"
"UNITED KINGDOM 4 1/4% 46","B128DP4","SEDOL","Government","United Kingdom","GBP","Gilt","GT","45"
"UNITED KINGDOM 1 1/4% IL 55","B0CNHZ0","SEDOL","Government","United Kingdom","GBP","Gilt","GT","48"
"GE CAPITAL UK FUNDING UNLIMITED COMPANY GE CAP.UK 18","B3CCJM9","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","24"
"UNITED KINGDOM 6% 28","0240419","SEDOL","Government","United Kingdom","GBP","Gilt","GT","17"
"GE CAPITAL UK FUNDING UNLIMITED COMPANY GE CAP.UK 33","B2NMK95","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","49"
"UNITED KINGDOM 2% 20","BN65R19","SEDOL","Government","United Kingdom","GBP","Gilt","GT","36"
"UNITED KINGDOM 1 1/2% TG 47","BDCHBW8","SEDOL","Government","United Kingdom","GBP","Gilt","GT","43"
"GE CAPITAL UK FUNDING UNLIMITED COMPANY GE CAP.UK5.625%","B1W7F99","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","47"
"GKN HOLDINGS PLC GKN 6.75% BDS19","0854940","SEDOL","Consumer Discretionary","United Kingdom","GBP","Corporate Bonds","CB","32"
"GLAXOSMITHKLINE CAPITAL PLC GLAXOSMSC 5.25%","3115912","SEDOL","Health Care","United Kingdom","GBP","Corporate Bonds","CB","36"
"UNITED KINGDOM 0 1/8% IL TG 68","BDX8CX8","SEDOL","Government","United Kingdom","GBP","Gilt","GT","27"
"HAMMERSON PLC HAMMERSON 6%26","3414716","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","15"
"HAMMERSON PLC HAMMERSON 7Q%28","0262468","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","32"
"UNITED KINGDOM 1 1/2% TG 21","BYY5F58","SEDOL","Government","United Kingdom","GBP","Gilt","GT","14"
"HAMMERSON PLC HAMMERSON6.875%","0311081","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","34"
"UNITED KINGDOM TR 4 1/2% 42","B1VWPJ5","SEDOL","Government","United Kingdom","GBP","Gilt","GT","46"
"HELICAL PLC HELICAL 20","BBDQKZ6","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","26"
"UNITED KINGDOM 1 1/8% IL 37","B1L6W96","SEDOL","Government","United Kingdom","GBP","Gilt","GT","28"
"UNITED KINGDOM 0 1/8 IL TR 24","B85SFQ5","SEDOL","Government","United Kingdom","GBP","Gilt","GT","48"
"HSBC BANK PLC HSBC BK.5.375%","3342561","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","14"
"HSBC BANK PLC HSBC BK.6.5%NT2","0292669","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","17"
"ICAP PLC ICAP 5.50%","B8F4RR8","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","21"
"IMPERIAL BRANDS FINANCE PLC IMP.BR.FIN.6Q","3378317","SEDOL","Consumer Staples","United Kingdom","GBP","Corporate Bonds","CB","32"
"UNITED KINGDOM 0 1/8% 46","BYMWG36","SEDOL","Government","United Kingdom","GBP","Gilt","GT","13"
"INTERMEDIATE CAPITAL GROUP PLC INT.CAP.GRP","B6VQXS7","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","41"
"INTERMEDIATE CAPITAL GROUP PLC INT.CAP.GRP20","B8BFSR2","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","32"
"INTERMEDIATE CAPITAL GROUP PLC INT.CAP.GRP23","BVW1P24","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","34"
"UNITED KINGDOM 2 1/2% TG 65","BYYMZX7","SEDOL","Government","United Kingdom","GBP","Gilt","GT","48"
"INTERNATIONAL PERSONAL FINANCE PLC INTER.PERS.20","B9SL9X3","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","45"
"UNITED KINGDOM 0 1/4% IL 52","B73ZYW0","SEDOL","Government","United Kingdom","GBP","Gilt","GT","45"
"UNITED KINGDOM 3 3/4% 20","B582JV6","SEDOL","Government","United Kingdom","GBP","Gilt","GT","40"
"UNITED KINGDOM 0 1/8% IL 29","B3Y1JG8","SEDOL","Government","United Kingdom","GBP","Gilt","GT","12"
"UNITED KINGDOM 3 1/2% TR GT 68","BBJNQY2","SEDOL","Government","United Kingdom","GBP","Gilt","GT","46"
"LADBROKES GROUP FINANCE PLC LADBROKES GP.22","BMQX4Y8","SEDOL","Consumer Discretionary","United Kingdom","GBP","Corporate Bonds","CB","16"
"LEGAL & GENERAL FINANCE PLC LEG&GEN.5.875%","0365237","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","15"
"LEGAL & GENERAL GROUP PLC LEGAL&GEN.5.875","B00GJ99","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","46"
"LLOYDS BANK PLC LLOYDS BK. 25","B3MGZV2","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","39"
"UNITED KINGDOM 1% 2017","B7F9S95","SEDOL","Government","United Kingdom","GBP","Gilt","GT","43"
"LLOYDS BANK PLC LLOYDS BK.40","B3Q4VK3","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","11"
"LLOYDS BANK PLC LLOYDS BK.9E5%","0524533","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","38"
"LONDON POWER NETWORKS PLC LONDON POW.27","3167913","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","43"
"LONDON STOCK EXCHANGE GROUP PLC LON.STK.EX21","B5W4F10","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","41"
"UNITED KINGDOM 2% 25","BTHH2R7","SEDOL","Government","United Kingdom","GBP","Gilt","GT","44"
"NATIONAL GRID ELECTRICITY TRANSMISSION PLC NAT.GRID 5.875%","0491938","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","24"
"NATIONAL GRID ELECTRICITY TRANSMISSION PLC NAT.GRID6.50%£","3068157","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","14"
"NATIONAL GRID GAS PLC NAT.GRD.G 6%","3123250","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","28"
"NATIONAL GRID PLC NAT.GRID BD 21","B3WKQY4","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","30"
"NORTHUMBRIAN WATER FINANCE PLC NTHNBN.WTR.6%17","3108279","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","15"
"UNITED KINGDOM 1 1/2% TG 26","BYZW3G5","SEDOL","Government","United Kingdom","GBP","Gilt","GT","34"
"PARAGON GROUP OF COMPANIES PLC PARAGON GP20","B7R2NY2","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","14"
"PARAGON GROUP OF COMPANIES PLC PARAGON GP24","BYTLBZ3","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","27"
"UNITED KINGDOM 3/4% IL 47","B24FFM1","SEDOL","Government","United Kingdom","GBP","Gilt","GT","42"
"UNITED KINGDOM TR.4 1/8%IL 30","0893266","SEDOL","Government","United Kingdom","GBP","Gilt","GT","38"
"UNITED KINGDOM TR.2%IL 35","3179082","SEDOL","Government","United Kingdom","GBP","Gilt","GT","28"
"UNITED KINGDOM TR.2H%IL 20","0908182","SEDOL","Government","United Kingdom","GBP","Gilt","GT","46"
"PARAGON GROUP OF COMPANIES PLC PARGN 6.125%","BJ38QB6","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","47"
"UNITED KINGDOM TR. 4% 60","B54QLM7","SEDOL","Government","United Kingdom","GBP","Gilt","GT","11"
"PLACES FOR PEOPLE CAPITAL MARKETS PLC PLACES PEO 1%","B7L3CH7","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","44"
"PLACES FOR PEOPLE FINANCE PLC PLACES PF 23","BD8N670","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","47"
"PREMIER OIL PLC PREMIER OIL20","BGQYRW8","SEDOL","Energy","United Kingdom","GBP","Corporate Bonds","CB","25"
"UNITED KINGDOM 1 3/4% 22","B7L9SL1","SEDOL","Government","United Kingdom","GBP","Gilt","GT","33"
"PRIMARY HEALTH PROPERTIES PLC PRIMARY HLTH 19","B7Y6422","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","46"
"PROVIDENT FINANCIAL PLC PROV.FIN 23","BWNH4K9","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","15"
"PROVIDENT FINANCIAL PLC PROV.FIN 7% 17","B7B0773","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","13"
"UNITED KINGDOM 4 3/4 38","B00NY17","SEDOL","Government","United Kingdom","GBP","Gilt","GT","14"
"PROVIDENT FINANCIAL PLC PROV.FIN6%21","B9M1F19","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","26"
"PROVIDENT FINANCIAL PLC PROVIDENT 7.00%","B4QPN96","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","27"
"UNITED KINGDOM 5% 25","3088069","SEDOL","Government","United Kingdom","GBP","Gilt","GT","31"
"UNITED KINGDOM 1 3/4% 17","B3Z3K59","SEDOL","Government","United Kingdom","GBP","Gilt","GT","48"
"PRUDENTIAL PLC PRU.6 7/8%2023","0242277","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","50"
"UNITED KINGDOM 3 1/4% 44","B84Z9V0","SEDOL","Government","United Kingdom","GBP","Gilt","GT","15"
"RETAIL CHARITY BONDS PLC RETAIL CB21","BNBNQS8","SEDOL","Consumer Discretionary","United Kingdom","GBP","Corporate Bonds","CB","34"
"RETAIL CHARITY BONDS PLC RETAIL CB25","BWT68S6","SEDOL","Consumer Discretionary","United Kingdom","GBP","Corporate Bonds","CB","30"
"RETAIL CHARITY BONDS PLC RETAIL CB26","BZ8THC4","SEDOL","Consumer Discretionary","United Kingdom","GBP","Corporate Bonds","CB","27"
"ROYAL BANK OF SCOTLAND PLC ROY.BK.SC.20","B3N3WC2","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","47"
"UNITED KINGDOM 3 3/4% 52","B6RNH57","SEDOL","Government","United Kingdom","GBP","Gilt","GT","17"
"UNITED KINGDOM TR.4 1/4% 36","3245239","SEDOL","Government","United Kingdom","GBP","Gilt","GT","34"
"SAFEWAY PLC SAFEWAY 6.125%","0480624","SEDOL","Consumer Staples","United Kingdom","GBP","Corporate Bonds","CB","31"
"UNITED KINGDOM TR.4 1/2% 34","B52WS15","SEDOL","Government","United Kingdom","GBP","Gilt","GT","15"
"SCOTTISH POWER UK PLC SCOT.PWR.UK8TE%","0782579","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","13"
"UNITED KINGDOM 8% 21","0999799","SEDOL","Government","United Kingdom","GBP","Gilt","GT","41"
"UNITED KINGDOM 3 3/4 TR 21","B4RMG97","SEDOL","Government","United Kingdom","GBP","Gilt","GT","19"
"UNITED KINGDOM 1 1/4% IL 17","B0V3WQ7","SEDOL","Government","United Kingdom","GBP","Gilt","GT","16"
"SEGRO PLC SEGRO 6%19","3373323","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","31"
"SEGRO PLC SEGRO.5.75","B08PLG9","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","13"
"UNITED KINGDOM 0 1/8% TR 56","BYVP4K9","SEDOL","Government","United Kingdom","GBP","Gilt","GT","33"
"SEGRO PLC SEGRO.6.75","B5ZN1N8","SEDOL","Financials","United Kingdom","GBX","Common Stocks","CS","24"
"SEGRO PLC SEGRO5.50%","B08PKB7","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","36"
"UNITED KINGDOM 4.75% 30","B24FF09","SEDOL","Government","United Kingdom","GBP","Gilt","GT","32"
"UNITED KINGDOM TR 4 1/4%39","B3KJDS6","SEDOL","Government","United Kingdom","GBP","Gilt","GT","12"
"SEVERN TRENT PLC SEVERN T.22","B8H4N01","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","22"
"SEVERN TRENT UTILITIES FINANCE PLC SEVERN T.6E%","0525150","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","24"
"UNITED KINGDOM 0 1/8% 65","BD9MZZ7","SEDOL","Government","United Kingdom","GBP","Gilt","GT","16"
"UNITED KINGDOM 4 1/4 55","B06YGN0","SEDOL","Government","United Kingdom","GBP","Gilt","GT","28"
"SEVERN TRENT UTILITIES FINANCE PLC SEVERN T.6Q%BD","0689249","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","26"
"SSE PLC SSE.5.875%","0560593","SEDOL","Utilities","United Kingdom","GBP","Corporate Bonds","CB","38"
"ST.MODWEN PROPERTIES PLC ST.MODWEN 19","B8FHNW4","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","25"
"STANDARD CHARTERED BANK STAN.CH.BK5.375","B0BGXD0","SEDOL","Financials","United Kingdom","GBP","Corporate Bonds","CB","20"
"UNITED KINGDOM 1 7/8% IL 22","B1Z5HQ1","SEDOL","Government","United Kingdom","GBP","Gilt","GT","13"
"UNITED KINGDOM 8 3/4% 17","0893114","SEDOL","Government","United Kingdom","GBP","Gilt","GT","16"
"UNITED KINGDOM 0 1/8% 36","BYZW3J8","SEDOL","Government","United Kingdom","GBP","Gilt","GT","11"
"UNITED KINGDOM 0 3/4% IL 34","B46CGH6","SEDOL","Government","United Kingdom","GBP","Gilt","GT","35"
"TESCO PERSONAL FINANCE PLC TESCO PF 1%","B4MC7N3","SEDOL","Consumer Staples","United Kingdom","GBP","Corporate Bonds","CB","49"
"UNITED KINGDOM 0 1/8% IL 44","B7RN0G6","SEDOL","Government","United Kingdom","GBP","Gilt","GT","22"
"TESCO PERSONAL FINANCE PLC TESCO PF 5%","B80ZGY6","SEDOL","Consumer Staples","United Kingdom","GBP","Corporate Bonds","CB","49"
"TESCO PERSONAL FINANCE PLC TESCO PF 5.2%","B3NG4H0","SEDOL","Consumer Staples","United Kingdom","GBP","Corporate Bonds","CB","42"
"UNITED KINGDOM 0 1/8% 26","BYY5F14","SEDOL","Government","United Kingdom","GBP","Gilt","GT","23"
"TESCO PLC TESCO 6%NT29","0937465","SEDOL","Consumer Staples","United Kingdom","GBP","Corporate Bonds","CB","13"
"TESCO PLC TESCO5.50% NT19","3231960","SEDOL","Consumer Staples","United Kingdom","GBP","Corporate Bonds","CB","35"
